date,target,sp500_log_return,sp500_rsi_14,sp500_macd_hist,sp500_bb_zscore,nasdaq_log_return,nasdaq_rsi_14,nasdaq_macd_hist,nasdaq_bb_zscore,silver_log_return,silver_rsi_14,silver_macd_hist,silver_bb_zscore,oil_log_return,oil_rsi_14,oil_macd_hist,oil_bb_zscore,platinum_log_return,platinum_rsi_14,platinum_macd_hist,platinum_bb_zscore,palladium_log_return,palladium_rsi_14,palladium_macd_hist,palladium_bb_zscore,gold_log_return,gold_rsi_14,gold_macd_hist,gold_bb_zscore,eur_usd_ret_l1,usd_chf_ret_l1,gdp_growth_l1,cpi_inflation_l1,rate_change_l1
2010-05-03,0.0139664962154936,-0.0171072724632164,58.00900674264906,-0.1829242227438317,-1.0693374350092677,-0.019956929464929,61.4334297307438,-0.0638980880670139,-0.4723969527986274,0.0080928415794531,74.70856470251805,0.0451244863534962,2.0580379688599404,0.0070414276611268,69.7283713699619,0.0306180212856206,0.591800908185491,0.0049670865082273,78.48258916023192,-0.0324355882971725,1.144058635279062,-0.003642991278501,74.114819741192,-0.0956157173565337,0.5213835499415059,0.0094060961740666,75.43446030387187,0.2470036328460606,2.0699767856595748,0.0044452889174020445,-0.005279990034906994,0.0,0.0,0.0
2010-05-04,-0.0305025680973801,0.0128785857588848,62.41967833412778,-0.1454493655853493,0.3133087030769649,0.0139664962154936,65.7765838897553,-0.0554061284652284,0.6043330806630357,0.0080278729239194,76.14927337377023,0.064522081339435,2.206291074994564,0.0031404784839927,70.24941418956399,0.0868104525555976,0.8610808565511798,-0.0085056811453312,73.87827882490562,-0.1096339290825172,0.1163292422165123,-0.0117475653499503,70.48620973847314,-0.1866650795311701,0.1297688716259274,0.0032022183233475,76.37001541279875,0.2901206850841628,2.046210383172612,-0.008986279086396503,0.009336790730521452,0.0,0.0,0.0
2010-05-05,-0.0051754592284124,-0.023795632363459,51.67733391033444,-0.2998835890014104,-2.1138419172908844,-0.0305025680973801,52.092253874188586,-0.146466073103374,-1.917472053502423,-0.0458095360312942,56.678147940281264,0.0189261507410194,-0.8953617477886785,-0.0433779193144888,56.156737299701724,0.0069362351063499,-1.5739837856899697,-0.0300255545751335,60.61662483530557,-0.4884620962562829,-2.672387281179939,-0.0476460626255777,58.36853525594382,-0.4079178358695994,-1.24138102545341,-0.0074588377026736,69.72336531973396,0.2402900551624391,1.2750032350678775,-0.0111366520951911,0.010890064154642564,0.0,0.0,0.0
2010-05-06,-0.0339874401924394,-0.0059742432534585,49.41212946648401,-0.4298918897517863,-2.3560340556971684,-0.0051754592284124,50.2170984391981,-0.2150438043311551,-2.1476231084293165,-0.0282984361224276,48.69640726619016,-0.0433613793620741,-2.240665713620228,-0.0356402289805871,47.97166699914848,-0.1304380567168223,-2.7400588469431586,-0.0156922768629221,55.16889618563746,-0.8764679097332858,-2.9677773346503287,-0.0308745396365883,52.33226780208877,-0.6376246142328532,-1.9830012327024915,0.0019133768230867,70.43230027434845,0.2031892300021519,1.2942945575012257,-0.011339651729545836,0.011852660812533746,0.0,0.0,0.0
2010-05-07,-0.0252242118844261,-0.0337775843674726,39.164596379501766,-0.7397356057954311,-3.3471403714958208,-0.0339874401924394,40.18487313743952,-0.3522370562189415,-3.198517833661258,0.0131168119549489,52.04208979373106,-0.066159941469845,-1.3823693044829437,-0.0358774175704401,41.62544505029547,-0.2938072743158977,-3.025450734373314,0.0008755822572979,55.407927719952696,-1.0727728710477946,-2.337669768846734,0.0039864513626306,52.99909139846929,-0.746178060494081,-1.847519429679492,0.0290803791553823,78.71678780485684,0.3782338773389364,2.7851847195969484,-0.015716340536318537,-0.002341288777746041,0.0,0.0,0.0
2010-05-10,0.0506654822920107,-0.0149868995975433,35.71115640414574,-1.0039692890888772,-2.941078677526534,-0.0252242118844261,34.79176724870328,-0.4957245219685393,-3.06598693070956,0.0399831158477286,60.68540088273926,-0.0315909980080135,0.7740407298271421,-0.0177403557158729,38.95399111217324,-0.4195507490301413,-2.696134512202405,0.0101348133043019,58.2013357428268,-1.038419094297392,-1.5373725715194702,0.0202822744722397,56.38311242585505,-0.7184350425899309,-1.3214046733190603,-0.0018246638727565,77.23450781533215,0.4456995940104042,2.186971318779706,0.00251869475929634,-0.00063128468525676,0.0,0.0,0.0
2010-05-11,-0.0010472301721552,0.0430987464293387,49.655090032861125,-0.8035554441518047,-1.023918598681048,0.0506654822920107,49.60902417416229,-0.409867195872629,-1.0983071717721278,0.0043454712595018,61.5153465241569,-0.0036486771558116,0.9414956911684405,0.0250217024583809,44.39442012868074,-0.4139758648594047,-1.7667894795272576,0.0176225208995317,62.64456455284561,-0.7773042116851538,-0.5012144010346826,0.0328841402010377,61.37034083366763,-0.5613658177882995,-0.4855463344868615,-0.0059362453833757,72.47172834258092,0.4102966679231126,1.6114336452027804,0.010945305109875953,-0.0014444346647879004,0.0,0.0,0.0
2010-05-12,0.0186843716582618,-0.0028449521322312,48.8860705085518,-0.6543504715247254,-1.042437977661704,-0.0010472301721552,49.35315205792771,-0.3376281798549432,-1.0441252034239,0.0450407254243038,69.00276872254564,0.0678233396050137,2.611391024050412,-0.0127045903971392,42.31945568186274,-0.4141484400110545,-1.785870527363551,0.0024502218933064,63.235634187403015,-0.548073167195723,-0.3328689259730593,0.0057366029327463,62.198164565266175,-0.4201747000085162,-0.3389828331461014,0.0259096205806414,78.7060353332541,0.5529520754504627,2.408899023257083,-0.011417077409866706,-0.0009038323102638997,0.0,0.0,0.0
2010-05-13,-0.0159638509890139,0.013889112160667,52.7543774447556,-0.4191279576649231,-0.4118559887348726,0.0186843716582618,53.956634832953725,-0.2163154418089144,-0.3237927507363127,0.0103093696588612,70.45911291470352,0.1211961806388108,2.454915981926409,0.0002719978256945,42.38116256193918,-0.3863379579436869,-1.5815032909087436,0.0268792725425453,69.09773995939759,-0.0812405189224352,1.146822915985033,0.0167383487600115,64.6083224743858,-0.2574079706958343,0.1449595785768471,0.0061473571651066,79.88857001634662,0.6490115064432185,2.2063398930499822,-0.00575779482397606,0.0037906182572871455,0.0,0.0,0.0
2010-05-14,-0.019413988092637,-0.012508730611137,49.1446034134672,-0.3379251954224829,-0.8439732210763402,-0.0159638509890139,49.78713345366049,-0.1766861316271599,-0.8183579842755855,-0.0056157387856357,68.56493605851352,0.1404182641812176,1.927821559110475,-0.0175587501536317,39.47081416821472,-0.3830470482851571,-1.7228127671143914,-0.0052491141797253,66.83231024983502,0.1571899200042762,0.8139600831577299,-0.0012918706235198,64.26512177883995,-0.1509670160428617,0.117128303469452,-0.0069433243071578,74.83549192681839,0.6082634799629449,1.673182320434042,-0.005870703096787062,0.004045494796834421,0.0,0.0,0.0
2010-05-17,0.0031911525857495,-0.018270910207525,44.43486779441096,-0.3975889175809903,-1.423562863121666,-0.019413988092637,45.28446195146818,-0.1995017916225798,-1.351491694461665,-0.0072876660502721,66.09757020873477,0.1348909813514523,1.4933073247012358,-0.0372188433362013,34.2471505892112,-0.437820016202227,-2.0592609282263523,-0.0099053200938577,62.6871351288873,0.1888062333797095,0.2282222513243031,-0.0277119399517015,57.33091303298163,-0.1750485980791034,-0.6448255232086131,-0.0015772219265965,73.699964471912,0.5239983943920845,1.448317533517382,-0.014264205312268803,0.014075956234881747,0.0,0.0,0.0
